date,weekday,month,scheduled_departure,hour,origin,destination,train_type,weather,construction_work,is_rush_hour,is_weekend,delay_minutes,is_delayed
2023-12-28,Thursday,12,2023-12-28 20:21,20,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,False,2.5,False
2023-12-28,Thursday,12,2023-12-28 20:38,20,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,False,5.6,True
2023-12-28,Thursday,12,2023-12-28 20:42,20,Hamburg Hbf,Hannover Hbf,IC,clear,True,False,False,32.8,True
2023-12-28,Thursday,12,2023-12-28 22:06,22,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,False,5.0,False
2023-12-28,Thursday,12,2023-12-28 22:54,22,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,False,False,False,0.5,False
2023-12-29,Friday,12,2023-12-29 07:22,7,Munich Hbf,Augsburg Hbf,RE,rain,False,True,False,2.6,False
2023-12-29,Friday,12,2023-12-29 08:15,8,Leipzig Hbf,Dresden Hbf,RE,snow,False,True,False,6.2,True
2023-12-29,Friday,12,2023-12-29 08:38,8,Munich Hbf,Augsburg Hbf,RE,storm,True,True,False,8.9,True
2023-12-29,Friday,12,2023-12-29 12:18,12,Munich Hbf,Augsburg Hbf,RE,clear,True,False,False,0.7,False
2023-12-29,Friday,12,2023-12-29 12:24,12,Cologne Hbf,Bonn Hbf,RE,rain,False,False,False,67.4,True
2023-12-29,Friday,12,2023-12-29 13:41,13,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,3.1,False
2023-12-29,Friday,12,2023-12-29 14:39,14,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,False,False,12.3,True
2023-12-29,Friday,12,2023-12-29 15:22,15,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,1.2,False
2023-12-29,Friday,12,2023-12-29 15:23,15,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,False,11.8,True
2023-12-29,Friday,12,2023-12-29 18:09,18,Cologne Hbf,Bonn Hbf,RE,rain,False,True,False,3.3,False
2023-12-29,Friday,12,2023-12-29 19:27,19,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,True,True,False,2.6,False
2023-12-30,Saturday,12,2023-12-30 07:29,7,Cologne Hbf,Berlin Hbf,ICE,clear,False,True,True,2.6,False
2023-12-30,Saturday,12,2023-12-30 10:06,10,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,True,6.0,True
2023-12-30,Saturday,12,2023-12-30 13:01,13,Cologne Hbf,Berlin Hbf,ICE,snow,False,False,True,7.7,True
2023-12-30,Saturday,12,2023-12-30 13:38,13,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,0.1,False
2023-12-30,Saturday,12,2023-12-30 17:01,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,storm,False,True,True,0.8,False
2023-12-30,Saturday,12,2023-12-30 17:09,17,Munich Hbf,Augsburg Hbf,RE,rain,False,True,True,4.5,False
2023-12-30,Saturday,12,2023-12-30 19:19,19,Hamburg Hbf,Hannover Hbf,IC,rain,False,True,True,3.5,False
2023-12-30,Saturday,12,2023-12-30 19:20,19,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,True,True,True,1.1,False
2023-12-30,Saturday,12,2023-12-30 22:30,22,Munich Hbf,Frankfurt(Main) Hbf,ICE,snow,False,False,True,14.5,True
2023-12-31,Sunday,12,2023-12-31 07:29,7,Munich Hbf,Augsburg Hbf,RE,snow,False,True,True,3.0,False
2023-12-31,Sunday,12,2023-12-31 10:09,10,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,False,False,True,1.2,False
2023-12-31,Sunday,12,2023-12-31 11:16,11,Cologne Hbf,Berlin Hbf,ICE,snow,False,False,True,4.7,False
2023-12-31,Sunday,12,2023-12-31 14:36,14,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,True,False,True,1.2,False
2023-12-31,Sunday,12,2023-12-31 16:44,16,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,False,False,True,2.3,False
2023-12-31,Sunday,12,2023-12-31 17:01,17,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,True,3.0,False
2023-12-31,Sunday,12,2023-12-31 18:29,18,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,True,True,2.1,False
2023-12-31,Sunday,12,2023-12-31 18:59,18,Cologne Hbf,Berlin Hbf,ICE,rain,False,True,True,7.1,True
2023-12-31,Sunday,12,2023-12-31 19:04,19,Cologne Hbf,Berlin Hbf,ICE,snow,False,True,True,12.4,True
2023-12-31,Sunday,12,2023-12-31 21:53,21,Cologne Hbf,Bonn Hbf,RE,storm,False,False,True,3.3,False
2024-01-01,Monday,1,2024-01-01 05:47,5,Munich Hbf,Frankfurt(Main) Hbf,ICE,snow,False,False,False,17.1,True
2024-01-01,Monday,1,2024-01-01 08:22,8,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,False,True,False,3.2,False
2024-01-01,Monday,1,2024-01-01 09:40,9,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,False,False,False,6.4,True
2024-01-01,Monday,1,2024-01-01 09:51,9,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,0.4,False
2024-01-01,Monday,1,2024-01-01 10:19,10,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,4.9,False
2024-01-01,Monday,1,2024-01-01 13:24,13,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,False,3.2,False
2024-01-01,Monday,1,2024-01-01 16:15,16,Berlin Hbf,Hamburg Hbf,ICE,rain,False,False,False,6.9,True
2024-01-01,Monday,1,2024-01-01 16:17,16,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,6.1,True
2024-01-01,Monday,1,2024-01-01 16:48,16,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,False,False,3.7,False
2024-01-01,Monday,1,2024-01-01 18:12,18,Berlin Hbf,Hamburg Hbf,ICE,storm,False,True,False,4.5,False
2024-01-01,Monday,1,2024-01-01 21:39,21,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,7.8,True
2024-01-02,Tuesday,1,2024-01-02 05:19,5,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,4.5,False
2024-01-02,Tuesday,1,2024-01-02 06:07,6,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,snow,True,False,False,0.9,False
2024-01-02,Tuesday,1,2024-01-02 06:53,6,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,False,False,False,0.4,False
2024-01-02,Tuesday,1,2024-01-02 07:12,7,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,False,True,False,3.0,False
2024-01-02,Tuesday,1,2024-01-02 08:26,8,Cologne Hbf,Bonn Hbf,RE,snow,False,True,False,5.7,True
2024-01-02,Tuesday,1,2024-01-02 09:20,9,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,False,14.5,True
2024-01-02,Tuesday,1,2024-01-02 09:21,9,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,False,False,False,2.8,False
2024-01-02,Tuesday,1,2024-01-02 10:24,10,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,False,False,9.8,True
2024-01-02,Tuesday,1,2024-01-02 13:23,13,Leipzig Hbf,Dresden Hbf,RE,snow,False,False,False,4.3,False
2024-01-02,Tuesday,1,2024-01-02 14:47,14,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,1.3,False
2024-01-02,Tuesday,1,2024-01-02 15:21,15,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,6.3,True
2024-01-02,Tuesday,1,2024-01-02 15:21,15,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,False,2.7,False
2024-01-02,Tuesday,1,2024-01-02 16:24,16,Munich Hbf,Augsburg Hbf,RE,snow,False,False,False,1.3,False
2024-01-02,Tuesday,1,2024-01-02 16:29,16,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,3.4,False
2024-01-02,Tuesday,1,2024-01-02 18:23,18,Munich Hbf,Augsburg Hbf,RE,clear,False,True,False,3.5,False
2024-01-03,Wednesday,1,2024-01-03 05:12,5,Berlin Hbf,Hamburg Hbf,ICE,snow,True,False,False,22.8,True
2024-01-03,Wednesday,1,2024-01-03 07:12,7,Cologne Hbf,Berlin Hbf,ICE,rain,False,True,False,10.3,True
2024-01-03,Wednesday,1,2024-01-03 08:22,8,Cologne Hbf,Bonn Hbf,RE,snow,False,True,False,8.9,True
2024-01-03,Wednesday,1,2024-01-03 09:14,9,Munich Hbf,Augsburg Hbf,RE,snow,False,False,False,2.1,False
2024-01-03,Wednesday,1,2024-01-03 09:41,9,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,False,False,3.6,False
2024-01-03,Wednesday,1,2024-01-03 11:37,11,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,False,8.1,True
2024-01-03,Wednesday,1,2024-01-03 11:45,11,Cologne Hbf,Berlin Hbf,ICE,rain,True,False,False,9.4,True
2024-01-03,Wednesday,1,2024-01-03 12:15,12,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,8.3,True
2024-01-03,Wednesday,1,2024-01-03 12:49,12,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,True,False,False,4.4,False
2024-01-03,Wednesday,1,2024-01-03 16:47,16,Cologne Hbf,Bonn Hbf,RE,snow,False,False,False,1.4,False
2024-01-03,Wednesday,1,2024-01-03 18:06,18,Cologne Hbf,Berlin Hbf,ICE,rain,False,True,False,1.6,False
2024-01-04,Thursday,1,2024-01-04 05:50,5,Munich Hbf,Frankfurt(Main) Hbf,ICE,snow,False,False,False,6.5,True
2024-01-04,Thursday,1,2024-01-04 07:31,7,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,True,False,1.9,False
2024-01-04,Thursday,1,2024-01-04 07:38,7,Cologne Hbf,Bonn Hbf,RE,snow,True,True,False,6.9,True
2024-01-04,Thursday,1,2024-01-04 09:03,9,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,False,6.0,True
2024-01-04,Thursday,1,2024-01-04 09:14,9,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,False,3.1,False
2024-01-04,Thursday,1,2024-01-04 14:34,14,Leipzig Hbf,Dresden Hbf,RE,snow,False,False,False,3.4,False
2024-01-04,Thursday,1,2024-01-04 14:37,14,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,False,False,4.0,False
2024-01-04,Thursday,1,2024-01-04 16:25,16,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,False,False,False,0.9,False
2024-01-04,Thursday,1,2024-01-04 18:06,18,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,True,False,4.2,False
2024-01-04,Thursday,1,2024-01-04 19:55,19,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,True,False,6.7,True
2024-01-04,Thursday,1,2024-01-04 21:10,21,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,3.4,False
2024-01-04,Thursday,1,2024-01-04 21:40,21,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,False,5.5,True
2024-01-05,Friday,1,2024-01-05 06:48,6,Munich Hbf,Frankfurt(Main) Hbf,ICE,storm,True,False,False,16.5,True
2024-01-05,Friday,1,2024-01-05 06:49,6,Cologne Hbf,Bonn Hbf,RE,clear,True,False,False,2.7,False
2024-01-05,Friday,1,2024-01-05 09:01,9,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,False,False,4.8,False
2024-01-05,Friday,1,2024-01-05 10:27,10,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,5.2,True
2024-01-05,Friday,1,2024-01-05 10:57,10,Munich Hbf,Augsburg Hbf,RE,snow,False,False,False,0.3,False
2024-01-05,Friday,1,2024-01-05 12:02,12,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,False,0.8,False
2024-01-05,Friday,1,2024-01-05 16:52,16,Leipzig Hbf,Dresden Hbf,RE,rain,False,False,False,5.5,True
2024-01-05,Friday,1,2024-01-05 17:23,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,2.1,False
2024-01-05,Friday,1,2024-01-05 18:37,18,Berlin Hbf,Hamburg Hbf,ICE,snow,False,True,False,10.5,True
2024-01-06,Saturday,1,2024-01-06 07:21,7,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,True,True,5.3,True
2024-01-06,Saturday,1,2024-01-06 10:10,10,Cologne Hbf,Berlin Hbf,ICE,storm,False,False,True,13.4,True
2024-01-06,Saturday,1,2024-01-06 10:34,10,Hamburg Hbf,Hannover Hbf,IC,snow,False,False,True,15.8,True
2024-01-06,Saturday,1,2024-01-06 10:59,10,Hamburg Hbf,Hannover Hbf,IC,snow,True,False,True,3.5,False
2024-01-06,Saturday,1,2024-01-06 11:24,11,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,True,2.3,False
2024-01-06,Saturday,1,2024-01-06 12:04,12,Cologne Hbf,Bonn Hbf,RE,snow,False,False,True,5.2,True
2024-01-06,Saturday,1,2024-01-06 15:29,15,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,True,0.9,False
2024-01-06,Saturday,1,2024-01-06 15:32,15,Cologne Hbf,Bonn Hbf,RE,snow,False,False,True,4.3,False
2024-01-06,Saturday,1,2024-01-06 16:42,16,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,True,0.3,False
2024-01-06,Saturday,1,2024-01-06 17:25,17,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,True,True,3.4,False
2024-01-06,Saturday,1,2024-01-06 17:41,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,snow,False,True,True,0.2,False
2024-01-06,Saturday,1,2024-01-06 19:05,19,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,True,2.2,False
2024-01-06,Saturday,1,2024-01-06 19:38,19,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,True,3.5,False
2024-01-07,Sunday,1,2024-01-07 05:01,5,Berlin Hbf,Hamburg Hbf,ICE,rain,True,False,True,6.9,True
2024-01-07,Sunday,1,2024-01-07 08:34,8,Munich Hbf,Augsburg Hbf,RE,rain,False,True,True,3.5,False
2024-01-07,Sunday,1,2024-01-07 09:18,9,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,True,1.5,False
2024-01-07,Sunday,1,2024-01-07 15:08,15,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,6.3,True
2024-01-07,Sunday,1,2024-01-07 15:08,15,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,True,1.1,False
2024-01-07,Sunday,1,2024-01-07 20:31,20,Munich Hbf,Augsburg Hbf,RE,snow,True,False,True,5.0,False
2024-01-07,Sunday,1,2024-01-07 22:30,22,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,True,5.6,True
2024-01-08,Monday,1,2024-01-08 06:05,6,Munich Hbf,Frankfurt(Main) Hbf,ICE,snow,False,False,False,14.7,True
2024-01-08,Monday,1,2024-01-08 07:02,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,True,False,5.9,True
2024-01-08,Monday,1,2024-01-08 08:57,8,Munich Hbf,Augsburg Hbf,RE,storm,False,True,False,4.1,False
2024-01-08,Monday,1,2024-01-08 10:58,10,Berlin Hbf,Hamburg Hbf,ICE,clear,True,False,False,66.5,True
2024-01-08,Monday,1,2024-01-08 15:23,15,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,False,7.4,True
2024-01-08,Monday,1,2024-01-08 15:48,15,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,1.3,False
2024-01-08,Monday,1,2024-01-08 17:58,17,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,False,0.4,False
2024-01-08,Monday,1,2024-01-08 18:27,18,Munich Hbf,Augsburg Hbf,RE,rain,False,True,False,2.6,False
2024-01-08,Monday,1,2024-01-08 22:20,22,Berlin Hbf,Hamburg Hbf,ICE,rain,False,False,False,7.5,True
2024-01-09,Tuesday,1,2024-01-09 07:34,7,Leipzig Hbf,Dresden Hbf,RE,rain,False,True,False,2.0,False
2024-01-09,Tuesday,1,2024-01-09 07:48,7,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,True,False,6.6,True
2024-01-09,Tuesday,1,2024-01-09 08:15,8,Cologne Hbf,Berlin Hbf,ICE,rain,False,True,False,5.5,True
2024-01-09,Tuesday,1,2024-01-09 08:48,8,Leipzig Hbf,Dresden Hbf,RE,snow,False,True,False,3.1,False
2024-01-09,Tuesday,1,2024-01-09 09:36,9,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,False,False,5.6,True
2024-01-09,Tuesday,1,2024-01-09 15:52,15,Cologne Hbf,Bonn Hbf,RE,snow,False,False,False,2.3,False
2024-01-09,Tuesday,1,2024-01-09 17:06,17,Cologne Hbf,Bonn Hbf,RE,snow,False,True,False,2.5,False
2024-01-09,Tuesday,1,2024-01-09 20:41,20,Leipzig Hbf,Dresden Hbf,RE,snow,False,False,False,3.3,False
2024-01-10,Wednesday,1,2024-01-10 08:54,8,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,True,False,1.2,False
2024-01-10,Wednesday,1,2024-01-10 08:56,8,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,False,0.7,False
2024-01-10,Wednesday,1,2024-01-10 10:43,10,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,4.7,False
2024-01-10,Wednesday,1,2024-01-10 12:16,12,Berlin Hbf,Hamburg Hbf,ICE,rain,False,False,False,2.5,False
2024-01-10,Wednesday,1,2024-01-10 12:58,12,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,0.9,False
2024-01-10,Wednesday,1,2024-01-10 19:11,19,Munich Hbf,Frankfurt(Main) Hbf,ICE,storm,False,True,False,8.2,True
2024-01-10,Wednesday,1,2024-01-10 21:42,21,Leipzig Hbf,Dresden Hbf,RE,rain,False,False,False,2.4,False
2024-01-11,Thursday,1,2024-01-11 05:07,5,Munich Hbf,Frankfurt(Main) Hbf,ICE,storm,False,False,False,9.8,True
2024-01-11,Thursday,1,2024-01-11 07:06,7,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,2.0,False
2024-01-11,Thursday,1,2024-01-11 07:23,7,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,2.9,False
2024-01-11,Thursday,1,2024-01-11 07:27,7,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,False,1.4,False
2024-01-11,Thursday,1,2024-01-11 08:22,8,Munich Hbf,Frankfurt(Main) Hbf,ICE,snow,False,True,False,9.8,True
2024-01-11,Thursday,1,2024-01-11 08:46,8,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,True,True,False,13.1,True
2024-01-11,Thursday,1,2024-01-11 13:05,13,Hamburg Hbf,Hannover Hbf,IC,storm,False,False,False,3.5,False
2024-01-11,Thursday,1,2024-01-11 13:19,13,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,0.4,False
2024-01-11,Thursday,1,2024-01-11 14:40,14,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,False,2.8,False
2024-01-11,Thursday,1,2024-01-11 14:50,14,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,4.6,False
2024-01-11,Thursday,1,2024-01-11 16:33,16,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,2.1,False
2024-01-11,Thursday,1,2024-01-11 19:56,19,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,True,True,False,2.6,False
2024-01-11,Thursday,1,2024-01-11 22:44,22,Munich Hbf,Frankfurt(Main) Hbf,ICE,snow,False,False,False,5.2,True
2024-01-12,Friday,1,2024-01-12 06:16,6,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,8.0,True
2024-01-12,Friday,1,2024-01-12 07:18,7,Berlin Hbf,Hamburg Hbf,ICE,clear,True,True,False,5.1,True
2024-01-12,Friday,1,2024-01-12 10:39,10,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,False,5.8,True
2024-01-12,Friday,1,2024-01-12 11:49,11,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,0.9,False
2024-01-12,Friday,1,2024-01-12 14:41,14,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,1.7,False
2024-01-12,Friday,1,2024-01-12 17:12,17,Leipzig Hbf,Dresden Hbf,RE,snow,True,True,False,6.9,True
2024-01-12,Friday,1,2024-01-12 17:25,17,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,True,False,77.3,True
2024-01-12,Friday,1,2024-01-12 18:30,18,Berlin Hbf,Hamburg Hbf,ICE,clear,True,True,False,7.5,True
2024-01-12,Friday,1,2024-01-12 19:15,19,Munich Hbf,Augsburg Hbf,RE,rain,False,True,False,0.8,False
2024-01-12,Friday,1,2024-01-12 21:15,21,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,False,False,False,1.5,False
2024-01-13,Saturday,1,2024-01-13 06:00,6,Berlin Hbf,Hamburg Hbf,ICE,snow,True,False,True,12.4,True
2024-01-13,Saturday,1,2024-01-13 07:10,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,False,True,True,4.8,False
2024-01-13,Saturday,1,2024-01-13 07:27,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,True,4.6,False
2024-01-13,Saturday,1,2024-01-13 07:38,7,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,snow,False,True,True,2.4,False
2024-01-13,Saturday,1,2024-01-13 08:22,8,Leipzig Hbf,Dresden Hbf,RE,snow,False,True,True,1.8,False
2024-01-13,Saturday,1,2024-01-13 08:34,8,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,False,True,True,6.0,True
2024-01-13,Saturday,1,2024-01-13 09:32,9,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,True,4.0,False
2024-01-13,Saturday,1,2024-01-13 10:55,10,Cologne Hbf,Bonn Hbf,RE,rain,False,False,True,0.8,False
2024-01-13,Saturday,1,2024-01-13 14:23,14,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,True,3.5,False
2024-01-13,Saturday,1,2024-01-13 15:25,15,Cologne Hbf,Berlin Hbf,ICE,snow,False,False,True,12.8,True
2024-01-13,Saturday,1,2024-01-13 17:53,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,snow,False,True,True,5.6,True
2024-01-13,Saturday,1,2024-01-13 18:57,18,Cologne Hbf,Bonn Hbf,RE,clear,True,True,True,0.3,False
2024-01-13,Saturday,1,2024-01-13 22:28,22,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,True,0.1,False
2024-01-14,Sunday,1,2024-01-14 07:08,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,True,True,13.3,True
2024-01-14,Sunday,1,2024-01-14 07:50,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,True,True,6.7,True
2024-01-14,Sunday,1,2024-01-14 08:46,8,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,True,True,0.3,False
2024-01-14,Sunday,1,2024-01-14 09:03,9,Berlin Hbf,Hamburg Hbf,ICE,snow,False,False,True,7.9,True
2024-01-14,Sunday,1,2024-01-14 09:43,9,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,True,6.4,True
2024-01-14,Sunday,1,2024-01-14 10:54,10,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,True,False,True,0.2,False
2024-01-14,Sunday,1,2024-01-14 18:04,18,Berlin Hbf,Hamburg Hbf,ICE,rain,False,True,True,5.1,True
2024-01-14,Sunday,1,2024-01-14 18:14,18,Munich Hbf,Augsburg Hbf,RE,rain,False,True,True,1.3,False
2024-01-14,Sunday,1,2024-01-14 19:14,19,Hamburg Hbf,Hannover Hbf,IC,snow,False,True,True,10.7,True
2024-01-15,Monday,1,2024-01-15 06:37,6,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,False,0.3,False
2024-01-15,Monday,1,2024-01-15 07:49,7,Berlin Hbf,Potsdam Hbf,S-Bahn,snow,False,True,False,1.6,False
2024-01-15,Monday,1,2024-01-15 10:42,10,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,5.9,True
2024-01-15,Monday,1,2024-01-15 14:21,14,Cologne Hbf,Berlin Hbf,ICE,snow,False,False,False,4.9,False
2024-01-15,Monday,1,2024-01-15 15:58,15,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,1.0,False
2024-01-15,Monday,1,2024-01-15 16:18,16,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,2.5,False
2024-01-15,Monday,1,2024-01-15 18:17,18,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,False,2.0,False
2024-01-15,Monday,1,2024-01-15 19:14,19,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,False,True,False,7.3,True
2024-01-16,Tuesday,1,2024-01-16 06:19,6,Cologne Hbf,Bonn Hbf,RE,rain,False,False,False,2.4,False
2024-01-16,Tuesday,1,2024-01-16 09:04,9,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,3.2,False
2024-01-16,Tuesday,1,2024-01-16 12:36,12,Munich Hbf,Augsburg Hbf,RE,snow,False,False,False,5.5,True
2024-01-16,Tuesday,1,2024-01-16 13:21,13,Cologne Hbf,Berlin Hbf,ICE,snow,True,False,False,24.9,True
2024-01-16,Tuesday,1,2024-01-16 13:26,13,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,2.7,False
2024-01-16,Tuesday,1,2024-01-16 13:59,13,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,3.1,False
2024-01-16,Tuesday,1,2024-01-16 17:12,17,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,snow,False,True,False,7.7,True
2024-01-16,Tuesday,1,2024-01-16 17:13,17,Hamburg Hbf,Hannover Hbf,IC,clear,False,True,False,2.0,False
2024-01-16,Tuesday,1,2024-01-16 17:41,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,snow,False,True,False,1.8,False
2024-01-16,Tuesday,1,2024-01-16 17:43,17,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,False,1.9,False
2024-01-16,Tuesday,1,2024-01-16 21:01,21,Cologne Hbf,Berlin Hbf,ICE,snow,False,False,False,36.8,True
2024-01-17,Wednesday,1,2024-01-17 07:11,7,Leipzig Hbf,Dresden Hbf,RE,snow,False,True,False,4.3,False
2024-01-17,Wednesday,1,2024-01-17 08:39,8,Munich Hbf,Augsburg Hbf,RE,snow,False,True,False,5.4,True
2024-01-17,Wednesday,1,2024-01-17 09:35,9,Cologne Hbf,Berlin Hbf,ICE,storm,False,False,False,11.0,True
2024-01-17,Wednesday,1,2024-01-17 10:27,10,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,False,False,5.5,True
2024-01-17,Wednesday,1,2024-01-17 12:49,12,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,11.5,True
2024-01-17,Wednesday,1,2024-01-17 12:59,12,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,False,1.8,False
2024-01-17,Wednesday,1,2024-01-17 15:22,15,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,3.6,False
2024-01-17,Wednesday,1,2024-01-17 15:34,15,Leipzig Hbf,Dresden Hbf,RE,snow,False,False,False,4.3,False
2024-01-17,Wednesday,1,2024-01-17 16:14,16,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,False,7.1,True
2024-01-17,Wednesday,1,2024-01-17 17:18,17,Leipzig Hbf,Dresden Hbf,RE,snow,True,True,False,6.9,True
